#OTU ID	d__Bacteria;p__Firmicutes_D	d__Bacteria;p__Firmicutes_C	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Firmicutes_A	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__Firmicutes_B_370539	d__Bacteria;p__Proteobacteria	d__Archaea;p__Thermoplasmatota	d__Bacteria;p__Deinococcota	d__Bacteria;p__Desulfobacterota_I	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Firmicutes_G	d__Bacteria;p__Cyanobacteria	d__Bacteria;__	d__Archaea;p__Methanobacteriota_A_1229	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Synergistota
ERR1389771	0.008786127	0.027630057803468208	0.037919075	0.40265895953757225	0.5015028901734104	0	0	0.015606936	0	0	0.002774566	0.002080925	0	0.001040462	0	0	0	0
ERR1389782	0.013591177384280832	0.024386455420938178	0.004737496	0.4434607020813917	0.4851662006834421	0	0.003572538	0.014134824479652065	0	0	0.010018639328984157	0.000543647	0.000388319	0	0	0	0	0
ERR1389804	0.017088136	0.025574861	0.003096508	0.5031825219335971	0.42743276564023164	0	0.000573427	0.001548254	0	0	0.013475543322438213	0.005504903	0.000286714	0.002236367	0	0	0	0
ERR1389823	0.008709909	0.011271647	0.001639512	0.6480172148785737	0.3146838815452403	0	0.000204939	0.007275336	0	0	0.006865458	0.001332104	0	0	0	0	0	0
ERR1389834	0.015438094264390145	0.002555976	0.023208261	0.6829567528882527	0.25416624067068805	0	0	0.001738064	0	0	0.004396278	0.014722421020345568	0	0.000817912	0	0	0	0
ERR1389868	0.028473804	0.056093394	0.12272209567198178	0.019219818	0.7623861047835991	0	0	0.001138952	0	0	0.001281321	0.00868451	0	0	0	0	0	0
ERR1389870	0.13915537533379488	0.034714667	0.025615666106220947	0.2792008703392345	0.4926317871624963	0	0.000494511	0	0	0	0.000593413	0.027099199	0	0.000494511	0	0	0	0
ERR1389879	0.13777777777777778	0.016888888888888887	0.056	0.10488888888888889	0.33866666666666667	0	0	0.33955555555555555	0	0	0.004444444	0.001777778	0	0	0	0	0	0
ERR1389907	0.009757258	0.004283674	0.008210376	0.5241551642075202	0.4005235602094241	0	0	0.040456925	0	0	0.008210376	0.004164683	0	0.000237982	0	0	0	0
ERR1389914	0.040480009	0.086490074	0.013382735165625173	0.38024664049106893	0.35718630758170655	0	0.000276503	0.00199082	0	0	0.004258143	0.11557816733949013	0	0	0.000110601	0	0	0
ERR1389926	0.21484085862324204	0.042283494	0.009529978	0.29459659511472985	0.17820133234641006	0.000277572	0	0.20049962990377498	0	0	0.059215396	0	0	0	0	0	0.000555144	0
ERR1389948	0.1271585557299843	0.025745682888540032	0.014285714285714285	0.34065934065934067	0.4194662480376766	0	0.000627943	0.019309262166405022	0	0	0.005180534	0.045525903	0	0.000470958	0	0.001569859	0	0
ERR1389952	0.008980355	0.031368880573744935	0.005176177	0.6894917368256938	0.25930776426566887	0	0.000374181	0.005113814	0	0	0.000187091	0	0	0	0	0	0	0
ERR1389966	0.016289499458734986	0.034280117531831536	0.007371514	0.3539357698850456	0.562967163	0	0.001804217	0.013763596061652663	0	0	0.001443373	0.001958864	0	0.006185886	0	0	0	0
ERR1389992	0.037715371048704385	0.016415683	0.003120336	0.33469000135666804	0.5731922398589065	0	0.001356668	0.010446343779677113	0	0	0.013702347035680369	0.005969339	0	0	0.000542667	0.002442002	0	0.000407
ERR1389999	0.059657797	0.009303233	0.044434324	0.27545377659228415	0.5497365168173833	0	0.0021469	0.042222366794613234	0	0	0.000845748	0.002862533	0	0.011320018216121268	0.000195173	0	0.001821612	0
ERR1390001	0.027662702	0.049311773	0.012160898	0.4730054790859281	0.39208873446478687	0	0	0.018709073900841908	0	0	0.001403181	0.023854069223573433	0	0	0	0.001804089	0	0
ERR1390006	0.22801846939777975	0.012181943216425975	0.001866588	0.3914922880440122	0.24963159445918068	0	0	0.006287455	0	0	0	0.11032517929069653	0	0.000196483	0	0	0	0
ERR1417467	0.051479870949642306	0.004348436	0.004488708	0.41422359377191753	0.4830972085846542	0	0.003226259	0.017814560246878944	0	0	0.000701361	0.016972927	0	0.003647075	0	0	0	0
ERR1417468	0.2462526766595289	0.018558172733761598	0.014989293361884369	0.18486795146324053	0.4411134903640257	0	0	0.082084226	0	0	0.009992862	0.002141328	0	0	0	0	0	0
ERR1417527	0.010652463382157125	0.010773514	0.017915506597264253	0.5220917564459508	0.40624621716499215	0	0.000242101	0.027599564217407092	0	0	0.002905217	0.000605254	0	0	0.000968406	0	0	0
ERR1417549	0.08045292	0.033969011	0.045292014	0.3641239570917759	0.4480035756853397	0	0.000446961	0.017878426698450536	0	0	0.005512515	0.002979738	0.000595948	0	0	0.000744934	0	0
ERR1417555	0.039213495698804605	0.037537705284325776	0.009384426	0.38833649871522735	0.47905261981901465	0	0.00167579	0.012177410345212825	0	0	0.016199307339962016	0.014970394369344208	0.000446877	0.000558597	0	0.000446877	0	0
ERR1417562	0.021126257940189852	0.000642352	0.006566269	0.4853329526800371	0.4625651273999001	0.000214117	0	0.002069802	0	0	0.020127043037613306	0.000356862	0.000428235	0	0.000428235	0	0.000142745	0
ERR1417570	0.13463314520266803	0.00656747	0.009645972	0.2568496664956388	0.5802975885069266	0	0.000410467	0.004309903	0	0	0.00030785	0.006464854	0	0	0.000513084	0	0	0
ERR1417644	0.1390480387836051	0.033274570295284266	0.020273248126928163	0.2379903040987219	0.4762009695901278	0	0.001101807	0.091229617	0	0	0	0.000881446	0	0	0	0	0	0
ERR1417657	0.011555683952043911	0.022100245558283983	0.001516684	0.5216669074100824	0.4264047378304203	0	0.002816698	0.009388993	0	0	0.000505561	0.002961144	0.000866676	0	0	0.000216669	0	0
ERR1458746	0.031962025	0.007278481	0.005590717	0.414873418	0.525	0	0	0.014820675105485232	0	0	0	0	0	0	0	0	0.000474684	0
ERR1458752	0.022453359749050685	0.010401188707280832	0.003301965	0.32805018986296847	0.6196136701337296	0	0.002146277	0.002641572	0	0	0	0.011391778107974244	0	0	0	0	0	0
ERR1458765	0.011341416	0.006257333	0.002867944	0.3989049667579194	0.5399556772259158	0	0.000651806	0.024768609047060356	0	0	0.003128666	0.010037804719071829	0.000651806	0.000782167	0	0.000651806	0	0
ERR1458793	0.027175813	0.007864383	0.009175114	0.24930094372596995	0.6772981475008738	0	0.001048584	0.014854945823138763	0.000174764	0	0.00471863	0.006116742	0.000262146	0	0.000349528	0.001310731	0	0.000349528
ERR1458829	0.046361683	0.017807798587657353	0.016682018	0.27970525023027326	0.604441715	0	0.000204687	0.007573432	0	0	0.017910142	0.008392181	0.000204687	0.000204687	0	0.000511718	0	0
ERR1458831	0.01511879	0.032705955	0	0.5473619253316877	0.40327059549521754	0	0	0.000617093	0	0	0.00092564	0	0	0	0	0	0	0
ERR1458908	0.07152733	0.056779427	0.00082957	0.27772144898147294	0.5449350170522629	0	0.000276523	0.007834823	0	0	0.00460872	0.034381049	0	0	0	0.001106093	0	0
ERR1458915	0.018447837150127225	0.00826972	0.001590331	0.4825063613231552	0.3187022900763359	0	0	0.14599236641221375	0	0	0.017493638676844784	0.001590331	0	0	0	0.000636132	0	0.004770992
ERR1458924	0.007292796	0.00985513	0.016556617719523013	0.29486547748102887	0.6038237902828422	0	0	0.031832068591701984	0	0	0.008179758	0.003942052	0	0	0	0	0.023455208435990933	0.000197103
ERR1458936	0.025949328	0.003680756	0.030979694497270106	0.39034415066560335	0.49904913808968776	0	0.002637875	0.003067296	0	0	0	0.03134777	0	0.001165573	0	0	0.011778418501932397	0
ERR1458942	0.1805872508747908	0.026015518	0.023124904914042295	0.28130229727673817	0.4859272782595466	0	0	0.001521375	0	0	0.00060855	0.000912825	0	0	0	0	0	0
ERR1459008	0.072191561	0.049403596	0.010859889620794018	0.14491721559551363	0.7095424603881075	0	0	0.004984867	0	0	0.001335232	0.004094712	0	0	0.000534093	0.00178031	0.000356062	0
ERR1459012	0.058983255	0.005732388	0.009956253	0.2887313320259466	0.5791220395233067	0	0.000301705	0.013425856086890934	0	0	0.02081762	0.007391763	0.000301705	0.011163071	0	0.004073013	0	0
ERR1459037	0.035434026	0.017231615565083732	0.003074185	0.3194725345845805	0.5616050481352641	0.002426988	0.001860691	0.009627053	0	0	0.015694523096836825	0.031146347382897822	0.000161799	0.000647197	0	0	0.001617992	0
ERR1459045	0.008364945	0.011963816749343449	0.024511234	0.21447330026262038	0.6669584670751872	0.007100477	0	0.001361735	0	0	0.003793405	0.05962455	0	0	0.000875401	0	0.000972668	0
ERR1459060	0.024678034390963378	0.012950571983595942	0.007626448	0.3806748686955896	0.5326282466364487	0	0.000359738	0.020720915173753508	0	0	0.006475286	0.013454205338513561	0	0	0	0	0.000431686	0
ERR1459072	0.037729377	0.003772938	0.021951637797976334	0.12021951637797976	0.7861430286400274	0	0	0.029326016	0	0	0.000857486	0	0	0	0	0	0	0
ERR1459089	0.057390775	0.024204597	0.002283453	0.1730857055868473	0.7109149033338408	0	0.000608921	0.005784747	0	0	0.005784747	0.016897549094230475	0	0.000761151	0	0.002283453	0	0
ERR1597021	0.014195583596214511	0.000946372	0.00126183	0.5457413249211357	0.3217665615141956	0	0.000630915	0.086750789	0	0	0.006940063	0.01829653	0.000630915	0.001577287	0	0.00126183	0	0
ERR1597047	0.077803204	0.001334859	0.011441647597254004	0.42143401983218914	0.40903890160183065	0	0	0.075705568	0	0	0.000762777	0.001906941	0	0	0	0	0.000572082	0
ERR1597051	0.11987654320987655	0.00617284	0.006419753	0.3097530864197531	0.46641975308641975	0	0.000246914	0.011975308641975308	0	0	0.013703703703703704	0.064938272	0	0.000246914	0	0.000246914	0	0
ERR1597060	0.029369627507163324	0.005014327	0	0.5938395415472779	0.3524355300859599	0	0.003581662	0.015759312320916905	0	0	0	0	0	0	0	0	0	0
ERR1597070	0.009113001	0.014277035236938032	0.008961118	0.3883657351154314	0.5344775212636695	0	0	0.025820170109356014	0	0	0.008049818	0.007897934	0.000607533	0.001974484	0	0	0.00045565	0
ERR1597077	0.085476411	0.002960222	0.00333025	0.37039777983348754	0.5141535615171138	0	0.000370028	0.008880666	0	0	0.002590194	0.009435708	0.000555042	0.000370028	0	0.001480111	0	0
ERR1597095	0.037852719	0.075017206	0.079146593	0.3117687543014453	0.3737095664143152	0	0	0.10323468685478321	0	0	0.004817619	0.014452856159669649	0	0	0	0	0	0
ERR1597120	0.062667594	0.00903764	0.002482868	0.49071407289701063	0.3608104081835336	0	0.000595888	0.010428046	0	0	0.009434899	0.050253253	0.000496574	0	0.000397259	0.002681498	0	0
ERR1597198	0.050702721935598646	0.004625511	0.007294076	0.18341932040562178	0.7189112257605408	0	0.000711617	0.004269703	0	0	0.008539406	0.011385874	0	0	0.000711617	0.009428927	0	0
ERR1597252	0.0463146	0.019203614798079638	0.049985879695001414	0.3445354419655465	0.5227336910477266	0	0	0.010731431798926857	0	0	0.000564812	0.003388873	0.000564812	0	0	0.001976843	0	0
ERR1678428	0.002457002	0.01048951	0.26488376488376486	0.36873936873936874	0.044131544	0	0	0.3085428085428085	0	0	0.000756001	0	0	0	0	0	0	0
ERR1678436	0.004014553	0.007088195	0.007840923	0.6302847823359679	0.3042905532555514	0	0	0.040020073	0	0	0.004892736	0.001003638	0	0	0	0	0.000564546	0
ERR1678443	0.029108635097493035	0.040529248	0.00856546	0.30174094707520893	0.5959610027855153	0.000278552	0.002089136	0.010376044568245125	0	0	0.000487465	0.010515320334261839	0	0	0	0.000348189	0	0
ERR1678466	0.024652994	0.050963331	0.025481666	0.44043919618810856	0.45763414128858504	0	0	0	0	0	0.000414336	0	0	0	0.000414336	0	0	0
ERR1678480	0.037345049	0.030284011	0.035462105758669385	0.23128824729326847	0.6547936607563157	0	0.003295151	0.007531775	0	0	0	0	0	0	0	0	0	0
ERR1841749	0.012224108658743633	0.002716469	0.003735144	0.698811545	0.16791171477079797	0	0.001018676	0.074023769	0	0	0.031918506	0.003904924	0	0.003735144	0	0	0	0
ERR1842120	0.035991351901309934	0.071982704	0.047055831	0.26491161134427066	0.5604731018695155	0	0	0.001907669	0	0	0.001271779	0.002416381	0	0.001907669	0	0	0.012081902581711814	0
ERR1842214	0.19911790017211703	0.017749569707401033	0.11273666092943202	0.046686746987951805	0.6200516351118761	0	0	0.000215146	0	0	0	0	0	0	0.003227194	0.000215146	0	0
ERR1842215	0.010507432086109688	0.010507432086109688	0.017426961	0.4044079958995387	0.5102511532547411	0	0	0.040235776524859046	0	0	0.001793952	0.002562788	0.000512558	0.000768836	0	0.001025115	0	0
ERR1842227	0.011603053435114504	0.007938931	0.002137405	0.49709923664122135	0.4396946564885496	0	0.003053435	0.017709923664122138	0	0	0.001526718	0.019236641221374046	0	0	0	0	0	0
ERR1842232	0.019022913964548204	0.003891051	0.015420089	0.3767113416918864	0.5578613633088342	0	0.001152904	0.010520247874333477	0	0	0.002017582	0.012826055627612049	0	0	0	0	0.000576452	0
ERR1842266	0.004071477	0	0.001583352	0.634698032	0.3449445826736033	0	0.002488125	0	0	0	0	0.011535851617281158	0	0	0.00067858	0	0	0
ERR1842271	0.021016617790811338	0.008308895	0.00342131	0.40982404692082114	0.5276148582600195	0	0	0.011974584555229716	0	0	0.002443793	0.014173998044965786	0	0.001221896	0	0	0	0
ERR1842280	0.12199312714776632	0.14733676975945018	0.058132875	0.054266895761741124	0.5857674684994273	0	0	0.001431844	0	0	0.003579611	0.026345933562428408	0	0	0	0.001145475	0	0
ERR1842297	0.039414414414414414	0.003603604	0.009234234	0.263963964	0.6286036036036036	0	0.002027027	0.010810810810810811	0	0	0.001351351	0.04009009	0	0	0	0.000900901	0	0
ERR1842326	0.058640049906425455	0.023289665211062592	0.007693907	0.24495737159492617	0.6431690580162196	0	0.002911208	0.00665419	0	0	0.005614473	0.00603036	0	0	0	0.001039717	0	0
ERR1842345	0.004325438	0.024716786817713696	0.026158599	0.37198764160659115	0.5676622039134912	0	0.000411946	0.001647786	0	0	0.003089598	0	0	0	0	0	0	0
ERR1842374	0.007793968	0.002372077	0.036767198	0.23009149440867502	0.6894273127753304	0	0	0.03354795	0	0	0	0	0	0	0	0	0	0
ERR1842384	0.004123089	0.030671762	0.015084473049074818	0.6016693483507642	0.33718825422365245	0	0	0.003921963	0	0	0.00734111	0	0	0	0	0	0	0
ERR1842397	0.009406074	0.008062349	0.010212308519215264	0.4404729911314163	0.5235151840902983	0	0.004568664	0.001881215	0	0	0.001343725	0	0.00053749	0	0	0	0	0
ERR1842414	0.054077840797965966	0.058087229	0.009290045	0.3649520829258752	0.4853315079209857	0	0	0.024056327009583416	0	0	0.004204968	0	0	0	0	0	0	0
ERR1842439	0.073877551	0.016326531	0.003673469	0.3379591836734694	0.563469388	0	0	0.002653061	0	0	0.002040816	0	0	0	0	0	0	0
ERR1842441	0.156140351	0.014766082	0.060526315789473685	0.044883041	0.6950292397660819	0	0	0.026608187134502925	0	0	0.002046784	0	0	0	0	0	0	0
ERR1842453	0.036227224	0.015005359056806002	0.010075027	0.3939978563772776	0.5196141479099678	0	0	0.003215434	0	0	0.007288317	0.01414791	0	0.000428725	0	0	0	0
ERR1842466	0.013514974591847768	0.03708509	0.016650449	0.2924640501675857	0.5923883663098714	0	0.002270516	0.012541896421234728	0	0	0.001189318	0.021948318737160775	0	0.009947021	0	0	0	0
ERR1842500	0.04678921	0.008355216	0.18214370971592264	0.411792791	0.3382668894724278	0	0	0.005968011	0	0	0.006684173	0	0	0	0	0	0	0
ERR1842532	0.006199854	0.016776075857038657	0.003099927	0.37363238512035013	0.5771334792122538	0	0	0.002917578	0	0	0.006929249	0.012035010940919038	0	0	0.000911743	0	0.000364697	0
ERR1842595	0.070809793	0.030131826741996232	0.019585687382297552	0.5849340866290019	0.27156308851224104	0.001883239	0	0	0	0	0.021092278719397364	0	0	0	0	0	0	0
ERR1842638	0.028910303928836176	0.009785026	0.052335063009636765	0.26893995552260935	0.5881393624907338	0	0	0.007116383	0	0	0.001630838	0.021497405485544848	0	0.017049666	0.001334322	0.000296516	0.002965159	0
ERR1842719	0.045768851	0.012183075403358577	0	0.24563714191636482	0.6947645702996378	0	0	0.001646362	0	0	0	0	0	0	0	0	0	0
ERR1842727	0.000492854	0.000821423	0	0.9157220305569246	0.081485132	0	0	0.001149992	0	0	0	0.000328569	0	0	0	0	0	0
ERR1842763	0.041736227045075125	0.007234279	0.001112966	0.11797440178074568	0.7612687813021702	0	0	0.015025041736227046	0	0	0.013355593	0	0	0.001112966	0	0.041179744017807454	0	0
ERR1842782	0.028108108	0.000540541	0	0.7289189189189189	0.21054054054054053	0	0.000540541	0.018918919	0	0	0.002702703	0.002972973	0	0.006756757	0	0	0	0
ERR1842803	0.014516129032258065	0.13010752688172042	0.001612903	0.2120967741935484	0.636021505	0	0	0.000268817	0	0	0.002688172	0.002688172	0	0	0	0	0	0
ERR1842807	0.027700831024930747	0.015927978	0.005540166	0.058518006	0.8549168975069252	0	0.000692521	0.006578947	0	0	0.013157894736842105	0.011426592797783934	0	0	0	0.003462604	0.000692521	0.001385042
ERR1842839	0.04233959	0.013967699694456569	0.10475774770842426	0.13225665648188564	0.6870362287210825	0	0.000872981	0	0	0	0.003055434	0.001745962	0.000872981	0.013094718463553033	0	0	0	0
ERR1842894	0.037429111531190926	0.014366729678638942	0	0.079017013	0.8593572778827977	0	0	0	0	0	0	0.009073724	0	0.000756144	0	0	0	0
ERR1842897	0.007692308	0.013333333333333334	0	0.17384615384615384	0.6482051282051282	0	0	0.13846153846153847	0	0	0.004615385	0.000512821	0	0.013333333333333334	0	0	0	0
ERR1843499	0.083458271	0.010494752623688156	0.019990005	0.248375812	0.29235382308845576	0	0	0.005497251	0	0	0	0.33983008495752126	0	0	0	0	0	0
ERR1843567	0.041084737270620654	0.020103964426629924	0.001002067	0.15557086490887456	0.7668942193273627	0	0.001753617	0.002379909	0	0	0	0.010208555144986534	0.000187888	0.000438404	0.000375775	0	0	0
ERR1843577	0.005499656	0.012749203174801575	0.00543716	0.7776388975689019	0.1879882507343291	0.001687395	0.000374977	0.001687395	0	0	0.006687082	0	0	0	0	0	0.000249984	0
ERR1843585	0.082284276	0.002002747	0.013103685053788052	0.4057564660105287	0.46509498741130695	0	0.001087205	0.026665140764476996	0	0	0.000572213	0.000286107	0	0.003032731	0	0	0.000114443	0
ERR1843590	0.047561644	0.022684931506849314	0.040657534246575346	0.068493151	0.8146849315068493	0	0.001205479	0.00230137	0	0	0.001863014	0.000547945	0	0	0	0	0	0
ERR1843605	0.026250345	0.010707377728654325	0.003039514	0.5463525835866262	0.3465045592705167	0.000690799	0.000414479	0.005664548	0	0	0.002970434	0.056714562	0	0.000690799	0	0	0	0
ERR1843616	0.020676908859882177	0.009125563	0.004389511	0.34030264525817255	0.6125678641561741	0	0.000577567	0.007739402	0	0	0.003465404	0.000577567	0	0.000577567	0	0	0	0
ERR1843625	0.1092724165842252	0.009353359	0.005755913	0.32736756902599157	0.45138951344545375	0	0.000179872	0.013400485655184818	0	0	0	0.069970321	0	0.013310549509848007	0	0	0	0
ERR1843666	0.007161305	0.002817563	0.003404555	0.369335525	0.5374501056586053	0	0	0.033693355	0	0.000939188	0.001760977	0.036628317	0	0.002700164	0.000352195	0.00305236	0	0.000704391
ERR1843671	0.023267205486162134	0.00481672	0.000408197	0.3356192342232019	0.5886194791411544	0	0.000326557	0.030288187	0.002040983	0	0.003183933	0.007674096	0.000408197	0.002530819	0	0.000489836	0	0.000326557
ERR1843682	0.03150435	0.002315464	0.015857423519506034	0.48224810552904857	0.4402890822340724	0	0.000982318	0.012278978388998035	0.000491159	0	0.000701656	0.011156328936289643	0.000982318	0	0	0.001192815	0	0
ERR1843703	0.019719129738776105	0.004293095	0.015134977806883504	0.22491450192825438	0.7087244415338718	0.002619515	0	0.014189041693953285	0	0	0.000727643	0.006257731	0	0.002546751	0.000291057	0	0.000582115	0
ERR1843705	0.037515807	0.020514261627090066	0.012716032035970212	0.33651819586904597	0.5767879724603063	0	0	0.00098356	0	0	0.009203316	0.00309119	0	0.002318393	0	0.000351272	0	0
ERR1843753	0.00499002	0.037386765	0.039613081529249194	0.5864424996161524	0.3112237064332873	0.000230309	0	0.008905266	0	0	0.007062797	0.004145555	0	0	0	0	0	0
ERR1843754	0.04808476	0.04808476	0.002444988	0.4127954360228199	0.3981255093724531	0	0.001629992	0.084759576	0	0	0	0	0	0.00407498	0	0	0	0
ERR1843766	0.060334629	0.073516985	0.007013689	0.17103261788068277	0.6876795673483184	0	0	0	0	0	0.000422511	0	0	0	0	0	0	0
ERR1843776	0.038938781	0.008843491	0.003770481	0.5727017207102214	0.35593336532528963	0	0.000205663	0.013847947	0.000137108	0	0.003496264	0.000411325	0.000342771	0	0.000205663	0.000959759	0.000205663	0
ERR1843797	0.00461437	0	0.009887937	0.013183915622940013	0.010547132	0	0	0.961766645	0	0	0	0	0	0	0	0	0	0
ERR1843812	0.022950113	0.028014222605322704	0.000323241	0.20881370541967462	0.7177028337463636	0	0.000430988	0.003124663	0	0	0.013360629	0.00215494	0.000323241	0	0.000430988	0.002370434	0	0
ERR1843819	0.082785808	0.008952037	0.003531537	0.11185939553219448	0.7374342969776609	0	0.000246386	0.002628121	0	0	0.001149803	0.049852168	0	0	0.000164258	0.001149803	0	0.000246386
ERR1843838	0.023070237813067867	0.012483210871454532	0.045429406652445284	0.33301730267835983	0.5732006004582445	0.000869084	0	0.009006874	0	0	0.001896184	0	0	0	0	0	0.0010271	0
ERR1843847	0.00327677	0.015096547688706847	0	0.7055588063194851	0.25014628437682856	0	0.000292569	0.008601521	0	0	0.000117028	0.016208309	0.000117028	0.000292569	0	0.000292569	0	0
ERR1845729	0.046431414	0.013929424250464313	0.003449191	0.2767312284425577	0.5640753515521358	0	0.002387901	0.001724595	0.000928628	0	0.00451048	0.078933404	0.000397984	0.000795967	0.002520562	0.003183868	0	0
ERR1845752	0.046875	0.010670731707317074	0.033917683	0.23742378048780488	0.651295732	0	0.00304878	0	0	0	0.016006098	0.000762195	0	0	0	0	0	0
ERR1845766	0.012973711164219871	0.001194947	0.001536361	0.5908159781495391	0.3484124274496415	0	0.000682827	0.028849437	0	0	0.012120178	0.003072721	0	0.000341413	0	0	0	0
ERR1845820	0.034745543787135104	0.003616637	0.003358305	0.5497287522603979	0.3630844742960475	0	0.000258331	0.040041333	0	0	0.000645828	0.002970809	0.000258331	0	0	0.001291656	0	0
ERR1845831	0.001440507	0.005762028	0.000576203	0.019734946701238838	0.017718236819360415	0	0	0.9442523768366465	0	0	0.001296456	0.008787093	0	0	0	0.000432152	0	0
ERR1845834	0.014834537847090148	0.011791555724610117	0.011918347	0.3682008368200837	0.5672625839989857	0	0.001014327	0.00684671	0	0	0.002282237	0.000507164	0	0.001267909	0	0.014073792	0	0
ERR1845893	0.054837641	0.027833001988071572	0.002982107	0.2882703777335984	0.5152418820410868	0.10387673956262425	0	0.004473161	0	0	0.001159708	0	0	0.000994036	0	0	0.000331345	0
ERR1845941	0.00064834	0.001599239	0.005057054	0.49338692946058094	0.13446576763485477	0.000172891	0.000216113	0.002117911	0	0	0.002809474	0.3590076071922545	0.000216113	0	0	0	0	0.000302559
ERR1845950	0.029793906810035842	0.006272401	0.002240143	0.3088037634408602	0.6290322580645161	0	0.003024194	0.001008065	0	0	0.000896057	0.017809139784946238	0	0.001120072	0	0	0	0
ERR1845961	0.016248967226659323	0.01019003	0.000688516	0.3804736987055907	0.480996971	0	0.00179014	0.001927844	0	0	0	0.1064445056458276	0	0.001239328	0	0	0	0
ERR1845976	0.003474903	0.047393822393822393	0.015444015444015444	0.3024131274131274	0.4752895752895753	0.00019305	0	0.006467181	0	0	0.009555985	0.13774131274131274	0	0.000772201	0	0.001061776	0.00019305	0
ERR1845992	0.048770084	0.2047490402388739	0.007393715	0.2255083179297597	0.47518839755438647	0	0.000426561	0.030427982368832648	0	0.000710934	0.000995308	0.004549979	0	0.000568747	0	0	0.000710934	0
ERR1845999	0.036492097020904654	0.006336951	0.003787603	0.33563988637191344	0.5435210139121568	0	0.000582708	0.05943623	0	0	0.001019739	0.012746740476363901	0	0	0	0	0.000437031	0
ERR1846015	0.047086415298574776	0	0.018401587587948763	0.13133682121594803	0.7521197907270432	0	0.003427747	0.026880750496121233	0	0.000541223	0.005412232	0.014793433158939202	0	0	0	0	0	0
ERR1846023	0.011847065158858373	0.061927841	0.014001077005923533	0.5368874528809908	0.34518039849219173	0	0	0.030156165858912225	0	0	0	0	0	0	0	0	0	0
ERR1846052	0.058634339	0.050222662048490845	0.016575952498762987	0.3770410687778328	0.45843641761504206	0	0.001979218	0.026719445818901535	0	0	0.00222662	0.008164275	0	0	0	0	0	0
ERR1846070	0.00524055	0.030154639175257732	0.013831615120274914	0.5904639175257732	0.2836769759450172	0	0.000257732	0.00661512	0	0	0.000257732	0.069501718	0	0	0	0	0	0
ERR1846124	0.038744013	0.000638638	0.004044705	0.5434805747738158	0.3573177221926557	0	0.000319319	0.008834486	0	0	0.001170836	0.042469399	0	0.000319319	0.000532198	0.002128792	0	0
ERR1846149	0.012129380053908356	0.004872486	0.021978022	0.6509433962264151	0.3020941322828115	0.002384408	0.00051835	0.003213767	0	0	0.000933029	0.00020734	0	0	0	0	0.000725689	0
ERR1846180	0.056980057	0.051282051	0.010446343779677113	0.23931623931623933	0.5527065527065527	0	0	0.007597341	0	0	0.006647673	0.073124406	0	0.001899335	0	0	0	0
ERR1846187	0.035553329994992486	0.030545818728092138	0.00450676	0.6049073610415624	0.3069604406609915	0	0	0.014521782674011016	0	0	0.003004507	0	0	0	0	0	0	0
ERR1854671	0.018474974806852538	0.003291905	0.04628821	0.3224722875377897	0.587033927	0.001343635	0.001142089	0.005508902	0	0	0.004635539	0.003291905	0.000335909	0.001813907	0.001007726	0.002485724	0.000671817	0.000201545
ERR1854673	0.001461211	0.001594049	0.000929862	0.8028692879914984	0.16246014877789586	0	0	0.009962806	0	0	0.003453773	0.00411796	0	0.012752391073326248	0	0	0.000398512	0
ERR1854696	0.001780717	0.029424235	0.011871449164758754	0.2116509793945561	0.4777410328160773	0	0.001102349	0.002628678	0	0	0.00042398	0.2579496311371152	0	0	0.000339184	0.005087764	0	0
ERR1854816	0.021076816	0.016681650184796722	0.015033463	0.44890620317650587	0.4617420837079213	0	0.000249725	0.00434522	0.000149835	0	0.017480771151733094	0.01213665	0.00019978	0	0.00039956	0.001598242	0	0
ERR2032137	0.005223792	0.010210139	0.001780838	0.4697851121928054	0.5027899798171673	0	0	0.001187225	0	0	0.002730619	0.00557996	0	0	0.000712335	0	0	0
ERR2032147	0.038029465930018415	0.008655617	0.002992634	0.33222836095764274	0.41104972375690607	0	0.001012891	0.004604052	0.001243094	0	0.004558011	0.18540515653775322	0.000414365	0.001979742	0.001012891	0.002071823	0	0.004742173
ERR2032183	0.00869704	0.024495332322668158	0.003351153	0.23051144977260032	0.7250458788797575	0	0.001117051	0.005266098	0	0	0.000638315	0.000877683	0	0	0	0	0	0
ERR2032192	0.007994439	0.010079944	0.00983167	0.45682506579274046	0.5005710313322409	0	0.000546204	0.004369631	0	0	0.003475843	0.003028949	9.930979691146532e-05	0.000993098	0.000397239	0.001539302	0.000248274	0
ERR2032214	0.008101852	0.002546296	0.026041666666666668	0.7049768518518519	0.2454861111111111	0	0	0.012847222222222222	0	0	0	0	0	0	0	0	0	0
ERR2032267	0.010712287	0.019825725477656087	0.000239827	0.6203533455911744	0.2899512351107203	0	0	0.038931969	0	0	0.01998561	0	0	0	0	0	0	0
ERR2032277	0.022403072421360644	0.006446598	0.00082297	0.5176024140453548	0.4093361375274323	0	0.000640088	0.022174469641550842	0.000685808	0	0.005074982	0.014173372348207754	0.000137162	0	0.000320044	9.1441111923921e-05	0	9.1441111923921e-05
