#OTU ID	d__Bacteria;p__Firmicutes_D	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Firmicutes_A	d__Bacteria;p__Deinococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Firmicutes_B_370539	d__Bacteria;p__Firmicutes_C	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Desulfobacterota_I	d__Bacteria;p__Cyanobacteria	d__Bacteria;__	d__Bacteria;p__Firmicutes_G	d__Bacteria;p__Fusobacteriota	d__Archaea;p__Thermoplasmatota	d__Archaea;p__Methanobacteriota_A_1229	d__Bacteria;p__Synergistota
ERR6177019	0.006158964	0.009935263	0.6246628304261823	0.01429599	0.3207156986153569	0	0	0	0.022343104	0	0.00188815	0	0	0	0	0	0	0
ERR6358165	0.030390550909561168	0.047202345	0.7548495559962066	0.001207001	0.16057418742995086	0	0.00379343	0.000215536	8.621432882145013e-05	0	0.001681179	0	0	0	0	0	0	0
ERR6358237	0.020209214333407523	0.03681282	0.6530603160471845	0.007567327	0.27019808591141775	0	0.005252615	0	0.006098375	8.902737591809482e-05	0.000712219	0	0	0	0	0	0	0
ERR6358241	0.002445067	0.051054941140275596	0.44935796751785223	0.002088832	0.46263581456353126	0	0.015318101591722396	0.000469582	0.007918131	0	0.006800848	0.000534352	0.001263015	0.000113347	0	0	0	0
ERR6358261	0.000455011	0.008758958	0.9145717210783756	0.002009631	0.071967543	0	0.00015167	0	0.001706291	0	0	0	0	0	0.000379176	0	0	0
ERR6358276	0.002450853	0.019789330969390416	0.7856546905146791	0.00099077	0.16154768733378527	0	0.001772957	0	0.002190124	0	0.000730041	0.024873546435834594	0	0	0	0	0	0
ERR6358326	0.004264999	0.081350899	0.6859065491422613	0.00966733	0.2130919660063817	0	0.002716962	0.000347518	0.000947777	0.000916185	0.000695037	0	0	0	9.477774618519572e-05	0	0	0
ERR6358338	0.038540733024878274	0.2474261766914561	0.3664882149172743	0.002131731	0.29202296455996707	0	0.012063661248516266	0.000363363	0	0	0.003657857	0.03708728	0	0.000218018	0	0	0	0
ERR6358403	0.00911945	0.041299148	0.7275003737479444	0.003102108	0.20896247570638363	0	0.002092988	0	0.005979967	0	0.001943489	0	0	0	0	0	0	0
ERR6358408	0.031098019	0.022427257315954758	0.6140121724147514	0.007114471	0.24664424867298446	0	0.000555818	0	0.004279799	0	0	0.072812161	0.000972682	8.337270377678349e-05	0	0	0	0
ERR6358415	0.028441134407296474	0.013357079252003561	0.659542891	0.0026984	0.2769907444885183	0	0.004884104	0.000161904	0.002347608	5.396799697779217e-05	0.00053968	0.010928519388002914	0	5.396799697779217e-05	0	0	0	0
ERR6358428	0.004086517	0.012259550257382823	0.9130994310484963	0.002438364	0.06466179	0	0.001670731	0	0.001512689	9.030976248532467e-05	0.00018062	0	0	0	0	0	0	0
ERR6358470	0.017398815399802568	0.009162142	0.6588721618953604	0.007989882	0.30269002961500496	0	0.001172261	0.000370188	0.001511599	0.000524432	0.000215943	0	9.254689042448174e-05	0	0	0	0	0
ERR6358481	0.003678199	0.038247739	0.4350922315329517	0.011656848917282005	0.4710307254072292	0	0.001507232	0.000179762	0.004742941	0.000110623	0.002143311	0.031320003	0.000221245	6.913908017367737e-05	0	0	0	0
ERR7451668	0.011036789297658863	0.10936454849498328	0.43656633221850616	0.000334448	0.37279821627647713	0	0.061092531	0	0.004570792	0	0.004236343	0	0	0	0	0	0	0
ERR7451686	0.009102887	0.016409150796502577	0.8379446640316206	0.00023955	0.11989459815546773	0	0.004311894	0	0.008983112	0	0.003114145	0	0	0	0	0	0	0
ERR7451733	0.031476449	0.017096920289855072	0.3088768115942029	0.013586957	0.5870697463768116	0	0.029891304347826088	0	0.003736413	0.000566123	0.006793478	0	0.000905797	0	0	0	0	0
ERR8477498	0.005868134	0.02117188	0.5656415632826606	0.015988118119867202	0.385229192	0	0	0	0.00607199	2.9122255227444814e-05	0	0	0	0	0	0	0	0
ERR8477500	0.011704953442890919	0.046907382001809744	0.7971773840450684	0.000408652	0.13625616626287984	0	0	0	0.007545463	0	0	0	0	0	0	0	0	0
ERR8477502	0.00634988	0.1330363456371093	0.5003535567812191	0.000113138	0.3558478291613633	0	0	0	0.00429925	0	0	0	0	0	0	0	0	0
ERR9744093	0.057517125	0.028169691	0.40949405119576976	0.000697032	0.4947962985218123	0	0.002547771	9.614229059007331e-05	0.003653407	0	0.001802668	0.000576854	0.000408605	0.000240356	0	0	0	0
ERR9744095	0.009881341	0.006615124	0.45968908918013807	0.039049903	0.4641749700252202	0	0.011163021457807914	0.000124034	0.006429073	0	0.000578823	0.00018605	0.001819159	0	0	0	0.000289412	0
ERR9744104	0.005125285	0.17977324497825636	0.26656657693104163	0.012813211845102505	0.5297680679229654	0	0.000595361	0	0.002666183	0.00093187	0.001216608	0.000414164	0	0	0.000129426	0	0	0
ERR9744165	0.002165598	0.018899764	0.18005399932500843	0.002334346	0.20294746315671053	0	0.005174935	0	0.001743728	0	0	0.5865957925525931	0	0	8.437394532568343e-05	0	0	0
ERR9744173	0.012152559	0.023611286321012573	0.554770615	0.003805559	0.4005508599301964	0	0.0027543	0.000210252	6.307556452630251e-05	0.000105126	0.000462554	0.001072285	0.000210252	0	0.000231277	0	0	0
ERR9744181	0.000657339	0.005164804	0.657784769	0.003756221	0.30277490844210725	0	0.007371584	0.000140858	0.021199173631326885	0	0.000704291	0.000281717	0.000164335	0	0	0	0	0
ERR9744184	0.039757148	0.10304403782664652	0.49650271389401823	0.001342958	0.3037043254434559	0	0.052319400145487104	0	0.000307761	0	0.002378155	0.000643501	0	0	0	0	0	0
ERR9744188	0.0046907	0.043912	0.6793366953687595	0.00532934	0.25706357770486027	0	0.000484485	0	0.008060076	0	0.000506508	0.000374375	0.000242243	0	0	0	0	0
ERR9744189	0.025858502	0.053061647	0.21457385188249897	0.011998345055854365	0.6669424906909391	0	0.015101365328920148	0.000206868	0.010912288	0	0.000879189	0	0	0.000155151	0	0	0.000310302	0
ERR9744198	0.068127237	0.022225746522271057	0.13090760795686257	0.010421858715845757	0.7278762064434274	0	0.000158594	0.000317187	0.014681227060582717	0	0.000611718	0.024083556	0.000589062	0	0	0	0	0
ERR9744214	0.022181637057944546	0.069566661	0.16978250041507553	0.005047319	0.5015108749792462	0	0.004383198	0.000564503	0.003586253	0.000232442	0.003220986	0.2189606508384526	0.000863357	9.961813049975096e-05	0	0	0	0
ERR9744233	0.002535589	0.011265259	0.5798167131524613	0.001159126	0.3797949795341761	0	0.013185061759698627	0	0.008548557	0	0.001919803	0	0.001774912	0	0	0	0	0
ERR9744241	0.030946478051626074	0.3431238150794808	0.15426571386903895	0.000612513	0.4547469738952895	0	0.002012542	0	0.005162608	0	0.003441738	0.005279277	0.000291673	0	0.000116669	0	0	0
ERR9744245	0.034752196914359074	0.01896983	0.39119463443787766	0.003608031	0.5079354538813998	0	0.006153574	0.000664055	0.003430949	0	0.000863271	0.032051708	0.000265622	0.000110676	0	0	0	0
ERR9744257	0.000208943	0.002047639	0.7718345173422482	0.003134141	0.2175094024237359	0	0	0	0.003510238	0	0.001755119	0	0	0	0	0	0	0
ERR9744264	0.007633891	0.023278408978248368	0.5400432256657347	0.016992841988380625	0.3833997580948982	0	0	0	0.026193167172287986	0.001070727	0.000912101	0.000257768	0.000218111	0	0	0	0	0
ERR9744267	0.003244238	0.005713732	0.5602847181871006	0.00266318	0.42155723416618246	0	0.000726322	9.68429207824908e-05	0.005326361	0	0.000387372	0	0	0	0	0	0	0
ERR9744274	0.004835486	0.066751198	0.7271496421740345	0	0.15437020480969676	0	0.006877136	0	0.006103458	0.000365348	0.001611829	0.031935699	0	0	0	0	0	0
