#OTU ID	d__Bacteria;p__Firmicutes_D	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Firmicutes_A	d__Bacteria;p__Deinococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Firmicutes_B_370539	d__Bacteria;p__Firmicutes_C	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Desulfobacterota_I	d__Bacteria;p__Cyanobacteria	d__Bacteria;__	d__Bacteria;p__Firmicutes_G	d__Bacteria;p__Fusobacteriota	d__Archaea;p__Thermoplasmatota	d__Archaea;p__Methanobacteriota_A_1229	d__Bacteria;p__Synergistota
ERR2697002	0.079536185	0.015208017713553198	0.321174688	0.004137047	0.562754924	0	0.003263023	0.003321291	0.004195315	0	0.000582683	0.005826827	0	0	0	0	0	0
ERR2697003	0.077122153	0.008605072	0.6521739130434783	0.000517598	0.22709627329192547	0	0.000841097	0.003881988	0.022192028985507248	0	0.007246377	0.000323499	0	0	0	0	0	0
ERR2697006	0.10256994700552738	0.16707504701122572	0.2776796398655194	0.002393299	0.42042281611487836	0	0.011795543905635648	0.001196649	0.011168727562824093	0	0.002222349	0.003248048	0	0.000227933	0	0	0	0
ERR2697021	0.017995092247568845	0.005634827	0.37426156502771973	0.001545033	0.5437607925111333	0	0.014177951467781514	0.001181496	0.032354812	0	0.008179587	0.000363537	0.000272653	0	0.000272653	0	0	0
ERR2697034	0.082508251	0.028774752475247526	0.3342615511551155	0.000309406	0.078485974	0	0.46802805280528054	0.001856436	0.001237624	0	0.003712871	0.000825083	0	0	0	0	0	0
ERR2697044	0.061202458	0.017355921	0.605464209	0.007058628	0.2510380335492443	0	0.018767646570337155	0.000456735	0.03371533	0	0.004733433	0.000207607	0	0	0	0	0	0
ERR2697066	0.11362795857988166	0.009985207	0.5759060650887574	0.000277367	0.16734467455621302	0	0.11778846153846154	0.000554734	0.002773669	0	0.007673817	0.000277367	0	0	0	0	0	0.00379068
ERR2697556	0.005556551	0	0.39648682559598497	0.005556551	0.5413156479655852	0	0	0	0.040150565	0	0.010933859114536655	0	0	0	0	0	0	0
ERR2697592	0.011017115876450915	0.37005705292150304	0.49301593547117845	0.026559118630729885	0.049380287231949635	0	0.042888058233326774	0	0.004721621	0	0.002360811	0	0	0	0	0	0	0
ERR2697593	0.00337126	0.01348504	0.7846607669616519	0.064475348	0.11588706278971765	0	0.007163928	0	0.006321113	0	0.003792668	0.000842815	0	0	0	0	0	0
ERR2697613	0.005038727	0.005996502	0.2286166402931623	0.004122595	0.7345714999583576	0	0.001165987	0	0.016865161988839843	0.00016657	0.002665112	0.00016657	0.000624636	0	0	0	0	0
ERR2697620	0.025033829	0	0.4972936400541272	0.094046008	0.2767253044654939	0.00135318	0	0	0.098782138	0	0.0067659	0	0	0	0	0	0	0
ERR2697622	0.013969732246798603	0.058207218	0.5459837019790454	0	0.3277066356228172	0	0.021536670547147845	0	0.009895227	0	0.022700815	0	0	0	0	0	0	0
ERR2697666	0.013117776359639793	0.016875842019428492	0.43359568886052613	0.003474438	0.5232220095015245	0	0.000779976	0.001630859	0.006877969	0	0.000425441	0	0	0	0	0	0	0
ERR2697702	0.043729326680495596	0.019453944048887145	0.1668442002578909	0.060436172	0.6956887368952178	0	0.002915288	0.001121265	0.009811067	0	0	0	0	0	0	0	0	0
ERR2697792	0.022897563531569295	0.002672256	0.520356301	0.00796437	0.33544668587896254	0	0.090856694	0.000785958	0.012365732250458476	0	0.000838355	0	0.000209589	0.000471575	0.005134923	0	0	0
ERR2697802	0.094497216	0.010645266950540452	0.31706518178840487	0.000655093	0.512610547	0	0.024074680641991485	0	0.014248280379954143	0	0.010153946937438586	0.014903373730756633	0.001146413	0	0	0	0	0
ERR2697807	0.021725732	0.011710323574730355	0.1919106317411402	0.1113251155624037	0.6385208012326656	0	0.002773498	0	0.007550077	0.009707242	0.001232666	0	0.000385208	0	0.003158706	0	0	0
ERR2697829	0.022150092737908404	0.008061064	0.13739477814238835	0.002425453	0.8209801683549722	0	0.000784705	0.001462405	0.005243259	0	0.001034384	0	0.000214011	0.000249679	0	0	0	0
ERR2697901	0.00860097	0.018940434	0.3115564095525666	0.00567298	0.38361240735657426	0	0.26383932656235703	0	0.001372495	0.000182999	0.00558148	0	0	0.000274499	0	0	0	0.000365999
ERR2697914	0.005002558	0	0.6622704792223296	0.004093002	0.11318287760786766	0	0.20777670399636178	0	0.00454778	0	0.00289921	0	0.000227389	0	0	0	0	0
ERR2697946	0.041078629	0.015625	0.14100302419354838	0.007308468	0.7720514112903226	0	0.002016129	0.00063004	0.013986895161290322	0	0.005418347	0	0.000882056	0	0	0	0	0
ERR2697961	0.009708738	0.7687826736370426	0.026811053024645256	0.002539208	0.18760268857356235	0	0.001792382	0	0.000522778	0	0	0.002240478	0	0	0	0	0	0
ERR2697970	0.021505903100965073	0.013030911673933278	0.2558173712830059	0.033410081810610885	0.6339587517758292	0	0.010924410914613237	0	0.029539999020232206	0	0.00181257	0	0	0	0	0	0	0
ERR4018884	0.020004365	0.015567032807157925	0.47421255546664726	0.011638903033389103	0.4661380664872336	0	0.002109551	0.00116389	0.007347058	0	0	0.001018404	0.000290973	0.000218229	0	0	0	0.000290973
ERR4018916	0.015124853360147478	0.007164404	0.2707390648567119	0.005446623	0.6816239316239316	0	0.009929613	0.000460868	0.003812636	0	0.003770739	0.001717781	0	0.000209486	0	0	0	0
ERR4018922	0.036001108	0.012600387704237053	0.6023262254223207	0.035447245	0.18443644419828303	0	0.073663805	0	0.052478537801163114	0	0.000276932	0.001800055	0.000969261	0	0	0	0	0
ERR4018925	0.022279599	0.017948611168950152	0.068213051	0.008911839	0.8700287344355141	0	0.000749594	0.000832882	0.006163328	0	0.004872361	0	0	0	0	0	0	0
ERR4018939	0.06333176	0.025058990089664935	0.3793298725814063	0.017177914	0.4836715431807456	0	0.003350637	0.000188768	0.020670127418593677	0	0.001179802	0.005710241	0.000330345	0	0	0	0	0
ERR4018940	0.045461186	0.10564758816139305	0.4268559908843895	0.013819499225757443	0.37429514710608586	0	0.004148771	0.000116867	0.004557805	0.006573758	0.002454203	0.015747801443304992	0.00026295	5.843340053174394e-05	0	0	0	0
ERR4018992	0.014952630978198836	0.010577179165239889	0.43337899022181636	0.070292585	0.44762774416923484	7.609481413841647e-05	0.004832021	0	0.014115588022676255	0	0.004052049	0	9.511851767302059e-05	0	0	0	0	0
ERR4019082	0.004072465	0.014290650607167539	0.20927534801066244	0.029223023	0.7270707868496397	0	0.009304966	0.00014809	0.005726133	0	0.000592359	0	0.000296179	0	0	0	0	0
ERR4019086	0.006204034	0.017935298	0.46532509136849703	0.004760186	0.3945539863736859	0	0.098632857	0	0.00554979	0.000496323	0.006542436	0	0	0	0	0	0	0
ERR4019122	0.004091597	0.005604456	0.33190070141658645	0.0034727	0.5171571998349608	0	0.11494292394443681	0.000378215	0.011621510108650805	0	0.005466923	0.005363774	0	0	0	0	0	0
ERR4019123	0.011691836592664765	0.00619389	0.4424803396200153	0.010369545549446725	0.4934929361820586	0	0.01614587	0	0.016354652376644165	0	0.003131742	0	0	0.000139189	0	0	0	0
ERR4019188	0.027585197	0.027731667	0.47695537545161604	0.001122937	0.4457084269114344	0	0.00786056	0.000927644	0.008983498	0	0.002685285	0	0	0.00043941	0	0	0	0
ERR4019189	0.068788837	0.04077183	0.3178894581925215	0.00098114	0.5674261419382972	0	0	0	0.004142592	0	0	0	0	0	0	0	0	0
ERR4019201	0.003838572	0.007936508	0.33613445378151263	0.006069094	0.6279178338001867	0	0.000311236	0.000466853	0.006691566	0	0.0037867	0.006691566	0	0.000155618	0	0	0	0
ERR4019295	0.053579468707789284	0.015458502176196908	0.20021011556355997	0.022062134173795586	0.47613687528140475	0	0.2254239831907549	0	0.004427435	0	0.002101156	0	0.000150083	0.000450248	0	0	0	0
ERR4019296	0.01304532	0.020288013553578992	0.37653536637018215	0.002626006	0.5718339686573486	0	0	0	0.01279119	0	0.002753071	0	0	0	0.000127065	0	0	0
ERR4019379	0.007830732	0.007208422	0.27490535705025154	0.003993155	0.6948866877560546	0	0.006352746	7.778872582067106e-05	0.003163408	7.778872582067106e-05	0.001503915	0	0	0	0	0	0	0
ERR4019398	0.022818682	0.002243563	0.3270404115023667	0.024049905606172536	0.601302361	0	0.002544529	0.000191524	0.019289173438397766	0	0.00051985	0	0	0	0	0	0	0
ERR4019678	0.2003435245620062	0.025764342	0.43840604603229133	0.009481278	0.31837856406733084	0	0.005152868	0.00013741	0.001923738	0	0	0.000412229	0	0	0	0	0	0
ERR4019692	0.045548654244306416	0.050589612026284994	0.555045459	0.038977406	0.29372580790350167	0	0.005311009	0	0.008461608	0	0.002070393	0	0	0	0.000270051	0	0	0
ERR4019742	0.017985611510791366	0.004012175	0.3251245157719978	0.026148312119535142	0.5937327061427781	0	0	0	0.032028223574986164	0	0.000968456	0	0	0	0	0	0	0
ERR4019765	0.006195996	0.010621707060063225	0.42337197049525815	0.001791359	0.5233508956796628	0	0.001201264	0.000821918	0.002929399	0.000147524	0.001496312	0.027903056	0.000105374	6.322444678609062e-05	0	0	0	0
ERR4020463	0.1348731884057971	0.003804348	0.25815217391304346	0.00317029	0.4431159420289855	0	0.14356884057971014	0.000452899	0.00932971	0	0.003532609	0	0	0	0	0	0	0
ERR4020521	0.011096774193548388	0.013290323	0.6796129032258065	0.005677419	0.21264516129032257	0	0.068	0	0.003354839	0	0.006322581	0	0	0	0	0	0	0
ERR4020543	0.030530262	0.011009938701422365	0.4437302862584062	0.017794441468785335	0.4825923942153187	0	0.000416592	0	0.012795334166517883	0	0.000892698	0.000238053	0	0	0	0	0	0
ERR4020578	0.021434624	0.038831563730621604	0.6632271571706296	0.003539205	0.26788295698120734	0	0.000149544	0	0.003738597	0	0.001196351	0	0	0	0	0	0	0
ERR4020601	0.045838241067923044	0.003091873	0.6183745583038869	0.066794268	0.18649391440910876	0	0	0	0.078621908	0	0.000785238	0	0	0	0	0	0	0
ERR4020614	0.014628902598616563	0.023135165	0.7104598990465507	0.002196672	0.24551318003365116	0	9.347541596560104e-05	0	0.00327164	0	0.000701066	0	0	0	0	0	0	0
ERR4020624	0.002423744	0.011158366488315728	0.8954131796771391	0.016371702	0.057666804	0	0	0	0.016508894681483515	0	0.00045731	0	0	0	0	0	0	0
ERR4020628	0.006342728	0.000386079	0.46197120953063814	0.00358502	0.5073079256521978	0	0.012409685069770008	0.000275771	0.006783961	0	0.000717004	0	0.000220617	0	0	0	0	0
ERR4020650	0.028630188883476754	0.003680251	0.4058018076527575	0.020079017156464794	0.5136115170211615	0	0.018238892	0	0.002922552	0	0.00606159	0	0.000432971	0.000541213	0	0	0	0
ERR4020654	0.00227214	0.009863155	0.6340304673379809	0.00464756	0.2887167570358895	0	0.038832946	0	0.007074619	0.000154919	0.005215595	0.009191841	0	0	0	0	0	0
ERR4020678	0.007113985	0.008569119	0.3684182161142549	0.001778496	0.5996766370250606	0	0.004527082	0.000485044	0.002802479	0.000107788	0.002317435	0.001670709	0.00070062	0	0	0.000107788	0.001724603	0
ERR4020715	0.039491273	0.004048428	0.2249933162739182	0.005728908	0.6902952297292136	0	0.012336248710995684	0.002024214	0.016842989726158195	0	0.004239392	0	0	0	0	0	0	0
ERR4020717	0.021566536319469132	0.004799147	0.3828060196705771	0.059248726	0.23397321957577913	0	0.2089110084133191	0	0.088695343	0	0	0	0	0	0	0	0	0
ERR5325508	0.020985606026635576	0.002376575	0.12555490785166584	0.069010358	0.593740191	0	0.1736245011434465	0.000313887	0.000762298	0.000224205	0.001748801	0	0.001031344	0.000627775	0.000224205	0	0	0.009775346
ERR5325546	0.026095865	0.016444708039035964	0.3332075268237451	0.009273737	0.5861325281716719	0	0.016444708039035964	0.000107834	0.012293093222623605	0	0	0	0	0	0	0	0	0
ERR5325563	0.018516291932187085	0.032944571	0.4277984850306601	0.018636527594084407	0.4686184922447998	0	0.010039677768426115	0.000240471	0.002705302	0.000180353	0.000661296	0.019658530720211616	0	0	0	0	0	0
ERR5325580	0.04100041	0.097580976	0.3977039770397704	0.008200082	0.26158261582615827	0	0.17671176711767117	0	0.010250103	0	0.00697007	0	0	0	0	0	0	0
ERR5325583	0.029535864978902954	0.026835443037974683	0.3989873417721519	0.008945148	0.4145147679324894	0	0.069704641	0.002025316	0.033248945	0	0.015021097046413502	0	0.000337553	0.000843882	0	0	0	0
ERR5325637	0.030041436464088397	0.001726519	0.5521408839779005	0.003107735	0.3035220994475138	0.002762431	0.091850829	0	0.014848066298342542	0	0	0	0	0	0	0	0	0
ERR5325643	0.026896181	0.009413663	0.3324367939752555	0.013179128563743949	0.5841850457235073	0	0	0.000806885	0.033082302	0	0	0	0	0	0	0	0	0
ERR5325670	0.006380769	0.001558095	0.6179700252262947	0.003116189	0.2951476480189939	0.00103873	0	0	0.072711085	0	0.00207746	0	0	0	0	0	0	0
ERR5325680	0.016653756777691712	0.004453912	0.5810418280402788	0.006003098	0.3430480247869868	0.000871418	0.000968242	0.000580945	0.046378776142525176	0	0	0	0	0	0	0	0	0
ERR5325698	0.022793296089385476	0.006703911	0.28	0.041340782122905026	0.6397765363128491	0	0	0	0.00603352	0	0.001787709	0.001564246	0	0	0	0	0	0
ERR5325828	0.003617802	0	0.5727029438001784	0.1071463970661116	0.27728218852215286	0.000396471	0	0.000346912	0.038507285	0	0	0	0	0	0	0	0	0
ERR5326165	0.00703285	0.006943826	0.37986290394373723	0.002937773	0.5711742188195496	0	0.025104603	0.000356094	0.004718241	0	0.000445117	0	0.00026707	0	0.001157304	0	0	0
ERR5326169	0.031859558	0.009427828	0.7735695708712613	0.001137841	0.1597854356306892	0	0	0.000325098	0.019668400520156046	0	0.004226268	0	0	0	0	0	0	0
ERR5326172	0.03599944	0.015548396133912313	0.5234626698417145	0.000980529	0.398935425	0	0.000700378	0	0.022832329	0	0.001540832	0	0	0	0	0	0	0
ERR5326186	0.005897029	0.008618734	0.5055568156044454	0.002721706	0.43830800635064643	0	0.000680426	0	0.038217283	0	0	0	0	0	0	0	0	0
ERR5326200	0.007404219	0.019715884631941454	0.41739130434782606	0.021609987085665087	0.43857081360309946	0	0.078777443	0.00077486	0.008179079	0.000947051	0.003960396	0.001033147	0.001119242	0	0.000516573	0	0	0
ERR5326270	0.024752475247524754	0.019411151641479937	0.8553934340802501	0.007816571	0.086373111	0	0	0	0.006253257	0	0	0	0	0	0	0	0	0
ERR5326308	0.002368466	0.001945525	0.4090678396210455	0.023853832	0.49835053290475384	0	0.035738453730333276	0.000761293	0.000930469	0.000169176	0.002537642	0.023050245	0	0	0.001226527	0	0	0
ERR5326327	0.055032372	0	0.27457327839905826	0.031489111	0.48087110064743965	0	0	0.000588582	0.15656268393172454	0	0.000882872	0	0	0	0	0	0	0
ERR5326384	0.029993024877935363	0.003720065	0.3331783306207859	0.00116252	0.5596372936526389	0	0.00511509	0	0.059056033	0	0.004882585	0.003255057	0	0	0	0	0	0
ERR5326405	0.023846495119787044	0.058562555	0.5874001774622892	0.001220053	0.3081188997338066	0	0.014640638864241348	0	0.005434783	0	0.000776398	0	0	0	0	0	0	0
ERR5326420	0.049828926905132194	0.002052877	0.2177293934681182	0.041804043545878695	0.5511664074650078	0.000435459	0.000870918	0.000248834	0.13206842923794712	0	0.000248834	0.003545879	0	0	0	0	0	0
ERR5326479	0.003828158	0	0.43726074011059124	0.011909825606125054	0.4789451297320289	0	0.061675882603147596	0	0.00233943	0	0.003615483	0	0.000425351	0	0	0	0	0
ERR5326490	0.011778367617783676	0.026128069	0.18944923689449236	0.1973291307232913	0.5656104844061048	0	0.002156603	0	0.006055076	0.000165893	0.00132714	0	0	0	0	0	0	0
ERR5332672	0.006007209	0.003404085	0.7989587505006007	0.010012014417300761	0.17440929114937925	0	0	0	0.006007209	0	0.001201442	0	0	0	0	0	0	0
ERR5332702	0.005576318	0.034110458563208164	0.35059619149314825	0.008720413	0.5928694310968737	0	0	0.00023729	0.005754286	0	0.002135611	0	0	0	0	0	0	0
ERR5332708	0.096991037	0.000768246	0.2706786171574904	0.009667093	0.44820742637644045	0	0.004353393	0.000256082	0.16306017925736235	0	0.005505762	0	0.000128041	0	0	0	0	0.000384123
ERR5332709	0.032913016	0.004488138	0.26871838711975493	0.006269146	0.6565505449882454	0	0	0	0.030562085915793975	0	0	0	0.000498682	0	0	0	0	0
ERR5332712	0.016887266088544045	0.8295298950251027	0.075536285	0	0.059105431	0	0.004450023	0	0.013920584208124144	0	0.000228206	0.000342309	0	0	0	0	0	0
ERR5332725	0.027928952	0.014293403504575085	0.19771544764069135	0.003408887	0.7351234973984809	0	0	0.00083727	0.017941510675198852	0	0	0	0	0	0.002751032	0	0	0
ERR5332817	0.035335319638283416	0.001149966	0.1171919920547802	0.048507658	0.7691704563274266	0	0.001359051	0	0.027024202	0.000261356	0	0	0	0	0	0	0	0
ERR5332903	0.015593018495776115	0.033679431	0.4111123516058204	0.033902720404897474	0.4545792862193443	0	0.005247293	0.000148859	0.003684269	0.000111645	0.000260504	0.041680622	0	0	0	0	0	0
ERR5332916	0.017009945111678713	0.008097386	0.19879354382913972	0.00736373	0.7480299983696538	0	0.001929243	0	0.015243736753437313	0	0.003450899	0	0	0	8.151730884191077e-05	0	0	0
ERR5332926	0.00301261	0.020768349	0.5069449998666986	0.00994428	0.43240288997307313	0	0.006825029	0.000773148	0.017435815404302966	0	0.001892879	0	0	0	0	0	0	0
ERR5332947	0.021394845563643516	0.005016722	0.095858745	0.015369860318709424	0.7987654928192013	0	9.83671060397403e-05	0.000491836	0.062905764	0	0	0	4.918355301987015e-05	4.918355301987015e-05	0	0	0	0
ERR5332949	0.022146839786329784	0.018754630171170118	0.1922252115257145	0.028073459	0.7137676921277343	0	0.006004601	0.000623855	0.011580301789683004	0.002885328	0	0.003158264	0.000389909	0.000155964	0.000233945	0	0	0
ERR5332959	0.007928248	0.009030244	0.5181217093179871	0.001806049	0.4459103710052651	0	0.012060732215011633	0.00061222	0.004530427	0	0	0	0	0	0	0	0	0
ERR5332964	0.088317496	0.015930688	0.069871437	0.079094466	0.6934041363890442	0	0	0	0.053381778	0	0	0	0	0	0	0	0	0
ERR5332999	0.3508454106280193	0.20954106280193235	0.14371980676328502	0.019927536231884056	0.2572463768115942	0	0.015700483	0	0.003019324	0	0	0	0	0	0	0	0	0
ERR5333071	0.013039019387605606	0.00175807	0.12560433657274014	0.045953997	0.7797040582116521	0	0.020901499243053182	0.000195341	0.011134443522000293	0	0.001709235	0	0	0	0	0	0	0
ERR5333083	0.047317169	0.078883733	0.098228874	0.007646559	0.7037775308803346	0	0.040781648	0.001143716	0.01186197	0	0.007613881	0	0.002744919	0	0	0	0	0
ERR5333090	0.011828241998542178	0.003810218	0.24630574514611359	0.003379498	0.7029355244847922	0	0.016996885560930357	0.000695779	0.007719833	6.62646610562587e-05	0.004638526	0.00099397	0.000364456	0.000265059	0	0	0	0
ERR5333092	0.010010580288109383	0.016358753153739726	0.19264263042239765	0.003825181	0.7621876780336941	0	0.001220802	0.000162774	0.010010580288109383	0	0.002441605	0.001139416	0	0	0	0	0	0
ERR5333099	0.00483871	0.01	0.29375	0.029274193548387097	0.6486693548387097	0	0.007540323	0.000201613	0.003427419	0	0.002096774	0.000201613	0	0	0	0	0	0
ERR5333139	0.002607881	0.00611222	0.851921275	0.008923842	0.11238335846135039	0	0.000407481	0	0.011939204	0	0.005704739	0	0	0	0	0	0	0
ERR5337738	0.009359251	0.45734341252699784	0.20122390208783297	0.009899208	0.2991360691144708	0	0.002339813	0	0.013858891288696905	0	0.006299496	0	0.000539957	0	0	0	0	0
ERR5337755	0.012956631275868274	0.001739548	0.7637814168316238	0.003179173	0.19848839301781537	0	0.006238378	0	0.001139704	0	0.012476756043428709	0	0	0	0	0	0	0
ERR5337824	0.056444365	0.00826892	0.5457486967463598	0.025346036	0.34909221642998384	0	0.006291569	0	0.007370124	0	0.001438073	0	0	0	0	0	0	0
ERR5337881	0.014903129657228018	0.035128806	0.479561422	0.00234192	0.3652331275282095	0	0.048967426	0	0.053119012135405576	0	0	0.000532255	0.000212902	0	0	0	0	0
ERR5337904	0.002447761	0.001432836	0.28949253731343283	0.001850746	0.6974626865671641	0	0.000119403	0.001134328	0.006059701	0	0	0	0	0	0	0	0	0
ERR5337913	0.001776578	0.051876065946560544	0.668455088	0.00525867	0.2519542353610006	0	0	0.000248721	0.01648664	0	0.003944002	0	0	0	0	0	0	0
ERR5337950	0.006784874	0.008775104	0.3954677039985526	0.006423014	0.5503437669621857	0	0	0	0.028903564320607925	0	0.002442555	0.000859417	0	0	0	0	0	0
ERR5342152	0.051137378	0	0.43427489911795164	0.040959897	0.4610220333535693	0	0.001714102	0.000214263	0.007177802	0	0.003499625	0	0	0	0	0	0	0
ERR5342161	0.017709877246988182	0.007182761	0.047923079846463726	0.006270665	0.9091703720594383	0	0.007144757	0.001824193	0.001482157	0.000114012	0.001026109	0	0	0.000152016	0	0	0	0
ERR5342181	0.014493731	0.018639611702844817	0.46656330052581907	0.002157206	0.41886881488472427	0	0.071996764	0.002629095	0.004044762	0	0.000202238	0	0.000404476	0	0	0	0	0
ERR5342183	0.034482758620689655	0.017467248908296942	0.42861014907393463	0.000843246	0.4919741002861015	0	0.019695828941424486	0	0.005089595	0	0.001837073	0	0	0	0	0	0	0
ERR5342201	0.00601432	0.005250597	0.5360381861575179	0.034940334	0.3605727923627685	0	0.0424821	0.000572792	0.000668258	0	0.001622912	0	0.011837708830548925	0	0	0	0	0
ERR5342279	0.074969648	0.003945771	0.4125859975718333	0.023674626	0.4416228247673007	0	0.005362202	0	0.031464993929583164	0.000202347	0.004350465	0	0.000202347	0	0.001618778	0	0	0
ERR5752334	0.008618412	0.049134857	0.533978338	0.013373398494254393	0.37372870162462024	0	0.012746004490820235	0.001056664	0.006306961	0	0.000825518	0	0	0.000231145	0	0	0	0
ERR5752365	0.018690416457601607	0.017837431008529855	0.43339187155042647	0.012493728	0.4969643753135976	0	0.011465127947817361	0.000200702	0.004816859	0	0.003788259	0	0.00022579	0.000125439	0	0	0	0
ERR5752366	0.039774371	0.013740237199884292	0.31303635136438146	0.036351364381448266	0.5553948510269019	0	0.026323402	9.642271719217047e-05	0.006171054	0	0.008003086	0	0.00033748	0.000578536	0	0.000192845	0	0
ERR5752367	0.03652968	0.021194825	0.4199010654490107	0.041248097	0.44752663622526634	0	0.026598173515981736	0.000114155	0.001902588	0.000114155	0.003500761	0	0.000837139	0.000342466	0	0.000190259	0	0
ERR5752368	0.032176122	0.012430143945808637	0.3285351397121084	0.072582557	0.45737510584250635	0	0.076037257	0.000186283	0.014936494496189669	3.386960203217612e-05	0.004741744	0	0.000779001	0.000118544	0	6.773920406435225e-05	0	0
ERR5752397	0.2210874965498206	0	0.035053822798785536	0.020977090808722055	0.6558101021253105	0	0	0	0.026773392216395252	0	0.040298096	0	0	0	0	0	0	0
ERR5752398	0.004370718	0.016710373848874794	0.7494257079547072	0.001707629	0.2077209245593706	0	0.000101645	0	0.012807220833079221	0	0.007054136	0	0.000101645	0	0	0	0	0
ERR5752399	0.011858584	0.39491669437363774	0.4894528796778603	0.000738853	0.074476338	0	0	0	0.018803797702168532	0	0.009752854	0	0	0	0	0	0	0
ERR5752400	0.022443997087420224	0.049642352	0.6456504047629246	0.00501135	0.2554075470081809	0	0.000471153	0	0.015462372039234163	0	0.005910824	0	0	0	0	0	0	0
ERR5752401	0.008398301	0.001426127	0.6600114090131204	0.00538759	0.2559738860366356	0	0	0	0.048108005	0	0.020599607	0	9.507510933637573e-05	0	0	0	0	0
ERR5752455	0.003771525	0	0.6806610093791872	0.027765371445585826	0.2824425586819513	0	0	0.001191008	0.001563198	0	0	0	0.000521066	0	0.002084264	0	0	0
ERR5752456	0.001839511	0	0.4757739830626128	0.00371373	0.514369013	0	0	0.000520616	0.003505484	0	0	0	0.000277662	0	0	0	0	0
ERR5752457	0.007062276	0	0.500963038	0.17843712739612952	0.30376960469595526	0	0	0.00087132	0.007153994	0	0	0	0.000550307	0	0.001192332	0	0	0
ERR5752458	0.000981965	0	0.5496383097116297	0.063631305	0.384242742	0	0	0	0.001145625	0	9.819645838106773e-05	0	0.000261857	0	0	0	0	0
ERR5752459	0.004998244	0	0.3745710966417205	0.29867884256882715	0.30556831383567934	0	0	0.004106665	0.010104557858049874	0	0	0	0.001161754	0.00010807	0.000702456	0	0	0
ERR5752483	0.002869959	0.004799344	0.20393594443372565	0.013746864750144704	0.7588028169014085	0	0	0.001157631	0.013433339764615087	0.000723519	0.000530581	0	0	0	0	0	0	0
ERR5752484	0.003045908	0.003243125	0.35350060260764765	0.029034732	0.5962747890873233	0	0	0.000964172	0.013849019393009752	0	8.765202147474526e-05	0	0	0	0	0	0	0
ERR5752485	0.007059821	0.011275757122187298	0.4413510951454373	0.013396198173926059	0.5195579504066258	0	0.000124732	0.000748391	0.004415507	0.001197426	0.000873123	0	0	0	0	0	0	0
ERR5752486	0.001875459	0.00983349	0.5537673923511671	0.048153686	0.3818333882454317	0	0	0.001774083	0.001900803	0.000177408	0.000684289	0	0	0	0	0	0	0
ERR5752487	0.00505207	0.007516117	0.5075316141829903	0.003378378	0.47120629804116043	0	0	0.001100298	0.003300893	0.000619886	0.000294446	0	0	0	0	0	0	0
ERR5752521	0.002651957	0.003288427	0.6052826986315901	0.032141721	0.3494218733425268	0	0	0	0.007213323	0	0	0	0	0	0	0	0	0
ERR5752522	0.016075845012366034	0	0.4807639461390492	0.03201429	0.441330036	0	0.002473207	0	0.026518274251167904	0	0.000824402	0	0	0	0	0	0	0
ERR5752523	0.047278725	0.004398021	0.44529961517317207	0.052776250687190766	0.3881253435953821	0	0.006597031	0	0.055525013743815285	0	0	0	0	0	0	0	0	0
ERR5752524	0.025632262	0	0.3913192071086808	0.023239918	0.5246069719753931	0	0.020847573479152427	0	0.012303485987696514	0	0.002050581	0	0	0	0	0	0	0
ERR5752525	0.011946591707659873	0	0.36823612087139845	0.067111736	0.4072382290934645	0	0.13562895291637386	0	0.003513703	0	0	0	0.006324666	0	0	0	0	0
ERR6149553	0.017746361250298257	0.1804760200429492	0.4981209735146743	0.007009067	0.27287640181340966	0	0.010081126222858507	0.000119303	0.007068719	0	0.000745645	0.005756383	0	0	0	0	0	0
ERR6149560	0.00220022	0.040154015401540157	0.860036004	0.00070007	0.089458946	0	0	0	0.004325433	0	0.003125313	0	0	0	0	0	0	0
ERR6149604	0.057005656	0.00612774	0.3487214235210936	0.005509074	0.4475901484798492	0	0.12435187367428706	8.838086259721895e-05	0.005567994	0	0.00209168	0.002798727	0.000147301	0	0	0	0	0
ERR6149691	0.002667832	0.01968676	0.7534325337503738	0.011177295830362687	0.20533106414295899	0	0	0	0.006416596	0	0.001287919	0	0	0	0	0	0	0
ERR6149700	0.24692461930309434	0.036850376632525876	0.4349699235896602	0.003251504	0.23028775808811575	0	0.032460846	0.000135479	0.006503008	0	0.002140573	0.006069474	0.000406438	0	0	0	0	0
ERR6149776	0.008284331	0.009226471	0.4906923101913518	0.002176667	0.47724245476105387	0	0.002306618	0.000227413	0.001461941	0	0.004775673	0.003151295	0	0.000357363	0	9.746272050940515e-05	0	0
ERR6149813	0.006052796	0.037410184	0.6690877850671665	0.021868166198063105	0.24523586379256482	0	0	0	0.014643861	0	0.005701343	0	0	0	0	0	0	0
ERR6149864	0.002597403	0.031055900621118012	0.7526538678712592	0.000592885	0.1691699604743083	0	0.028006776	0	0.011462450592885375	8.46979107848673e-05	0.004150198	0	0.000225861	0	0	0	0	0
ERR6176997	0.012088277697682157	0.050238439	0.4396140623267162	0.022513031	0.45142508594876346	0	0.00205168	0	0.022069424420538983	0	0	0	0	0	0	0	0	0
